s_num,s_c,s_l,e_l,s_pos,rmse
4,"[480.08643656865917, 319.9985534814716, 202.3783962529852, 380.98723161655596, nan, nan]","[0.3746305007821553, 0.23145639098406334, 0.3046769056933297, 0.1676394422045168, nan, nan]",0.33424356608312,"[-0.08, 0.25, -0.06, 0.33, nan, nan]",0.771470690388989
6,"[305.73659543432905, 257.8042244782613, 318.6810713872031, 495.3038133043404, 177.14679829234564, 156.7377040458921]","[0.3105082831920119, 0.2608307790639927, 0.16796839524013552, 0.2525008382565299, 0.23095765432285045, 0.31425225545798174]",3.404224990306445,"[0.06, 0.39, 0.37, 0.39, 0.39, 0.24]",1.9451466867267584
6,"[304.34385995957985, 421.70972780675146, 470.847416095872, 199.3286327671434, 163.49014962770934, 440.08407412306417]","[0.1983629612545864, 0.352886720423794, 0.2589246623706156, 0.2299331534337958, 0.37935378466463365, 0.27400829881926436]",0.2931159231742408,"[0.37, 0.12, -0.1, 0.4, 0.04, -0.07]",0.6507297821601333
5,"[177.36783996320338, 410.61840312049134, 415.6770816161129, 157.68668565033025, 419.20763412070136, nan]","[0.3084997851161908, 0.20663034112366152, 0.2822427431751125, 0.19095904509728887, 0.3919016864467843, nan]",0.1014559764335931,"[0.38, 0.25, -0.04, 0.29, -0.27, nan]",0.9490848287329852
4,"[280.52218820305393, 223.83437341064632, 323.704843608614, 463.0626302264257, nan, nan]","[0.25485364413516565, 0.1633733765634266, 0.2206813208826256, 0.17025728810456814, nan, nan]",1.1530613601925954,"[-0.06, 0.0, 0.38, 0.31, nan, nan]",0.8698748016446347
5,"[471.63656915736794, 270.5631464176999, 247.17969128462647, 190.99844614649155, 181.4479427864997, nan]","[0.16246108580092303, 0.3295507606515674, 0.3350044342813574, 0.2672217383474373, 0.37712864564507154, nan]",0.3017775364031938,"[0.36, -0.21, -0.19, 0.08, 0.05, nan]",0.5318527519453933
6,"[222.81166599641148, 417.1189144171242, 415.56010711298075, 299.303617107075, 302.11496191805395, 498.33013560627546]","[0.20761226302267322, 0.26298452165135633, 0.20026438851698888, 0.3583445543106807, 0.3768649516879637, 0.3795013493205742]",1.6249492416116509,"[0.07, 0.37, 0.4, -0.03, 0.01, 0.03]",1.249656400693819
5,"[491.0485275758412, 353.8671419532595, 161.74716892489715, 306.4887217883369, 368.7278364951933, nan]","[0.1969319157963622, 0.2700403195342545, 0.1540511230817689, 0.32925646140422155, 0.3505961494270253, nan]",1.2598809082122189,"[0.4, -0.1, 0.38, -0.13, -0.1, nan]",0.721675214221705
4,"[170.2665996402826, 471.57428644227184, 159.26333472738364, 161.53119451940938, nan, nan]","[0.22950057145885666, 0.3846662862869462, 0.18020841022271708, 0.276981735121833, nan, nan]",0.5065445141216152,"[0.37, 0.39, 0.37, -0.13, nan, nan]",1.472158441588865
4,"[396.5839989307084, 368.53587639622975, 179.8152871793913, 370.13144836063617, nan, nan]","[0.21618116235572662, 0.18269947908549766, 0.2031888440290672, 0.15757350061219091, nan, nan]",1.9704377643893969,"[0.0, 0.4, 0.11, 0.39, nan, nan]",0.8348919300605144
6,"[157.98437949548432, 253.99173816088506, 442.9589862972215, 253.4671486137501, 152.27847057404557, 275.0086650582857]","[0.28926802325823103, 0.1750648481598401, 0.37580159168434346, 0.2030538216345988, 0.15992786201778697, 0.3824835136408987]",0.7019827636092446,"[0.04, 0.29, -0.14, 0.39, 0.32, 0.06]",0.6920392745387238
6,"[179.94669056775138, 417.81527755350425, 414.4819513125063, 374.0979559012315, 409.698063806077, 321.5197877109191]","[0.31721134786535155, 0.3521140708582807, 0.29962322125554336, 0.17153961369367132, 0.17398439140062574, 0.15015295597154732]",2.9892952039445277,"[-0.23, -0.1, 0.03, 0.39, 0.34, 0.33]",1.0806376394033956
6,"[299.53923785805523, 389.4975288907827, 355.5696327969342, 331.9764732696568, 476.2486622433442, 227.27204551303794]","[0.2079481934797426, 0.19810482573539465, 0.22349095168191324, 0.311699680439525, 0.2581998499675192, 0.35336079875877024]",3.4770670956634744,"[0.38, 0.39, 0.23, -0.06, 0.36, -0.3]",1.9410161583905132
6,"[167.53182437010574, 285.0673027646029, 332.6945087316933, 232.52295410948997, 329.6613375449386, 483.1617063039663]","[0.18302522503059104, 0.3691843501671247, 0.3453477471218564, 0.2522944707102397, 0.257868905361389, 0.3459308994069934]",1.0682716715077112,"[0.36, 0.15, -0.03, 0.39, 0.4, -0.13]",1.062510766411062
6,"[364.1011328973934, 184.82164564412435, 250.91154511840153, 377.7628499715453, 482.1420533710877, 212.08531985656333]","[0.15526204602825902, 0.22905517759385086, 0.29426004377812987, 0.2731839512052222, 0.2494101123502967, 0.36065485144414755]",0.904052674458804,"[0.33, 0.04, -0.08, 0.37, -0.11, -0.21]",0.9557361440398676
5,"[290.7625637692861, 409.1959188208565, 201.7114618834505, 284.02145101080686, 258.86686274906907, nan]","[0.2508748889021794, 0.15479852426306243, 0.17174138411230638, 0.17510556821670858, 0.3523315067923451, nan]",2.641223920082335,"[0.34, 0.39, 0.07, 0.39, -0.13, nan]",1.140325199046836
6,"[202.65279600016035, 453.91180514297236, 468.54118747844416, 209.49426675532115, 187.6111378820933, 416.9725630123704]","[0.30820299646229643, 0.32894758550760783, 0.2881909391372829, 0.18736111504155695, 0.35512742857629376, 0.33113603117712476]",0.2943400034384347,"[-0.25, 0.09, 0.33, 0.39, -0.29, -0.21]",1.013406746538862
4,"[155.9065986880487, 397.28164532052915, 201.03389779985307, 341.3822287870087, nan, nan]","[0.27930045318174046, 0.272228102123232, 0.32241175546952905, 0.27691750661492964, nan, nan]",0.4519346827536907,"[-0.17, 0.37, -0.06, 0.35000000000000003, nan, nan]",1.1886021770959778
3,"[376.1035831534757, 328.5379419767913, 268.13528313941487, nan, nan, nan]","[0.17075361338424697, 0.20849291238533382, 0.31282936585153676, nan, nan, nan]",0.1898251668321082,"[0.38, 0.12, -0.22, nan, nan, nan]",0.5939066587446029
4,"[413.8031134999836, 466.28481815684887, 489.064861860587, 301.55347245921087, nan, nan]","[0.20572277054754812, 0.3606659173275017, 0.1929929421657812, 0.19859971179221886, nan, nan]",2.024511605463154,"[0.34, -0.12, 0.4, 0.01, nan, nan]",1.0589483766818653
6,"[416.1573090720945, 386.79554313791147, 369.2970414497557, 295.40572812554643, 229.81330913709348, 462.4542985635749]","[0.246586236119245, 0.38908678936434427, 0.18621173948747205, 0.16478890839271093, 0.2643397241585238, 0.15806245263920332]",3.176717490848188,"[0.01, 0.11, 0.4, 0.37, -0.09, 0.32]",1.14536777051824
4,"[270.18151256366525, 252.58142979063712, 312.2316635051118, 237.65399246070228, nan, nan]","[0.1688083339605168, 0.26212656653892086, 0.20241967245651465, 0.23906143922449793, nan, nan]",2.166790296510681,"[0.4, 0.37, 0.38, 0.23, nan, nan]",1.3179830467396298
2,"[412.9185304404372, 154.40854986033565, nan, nan, nan, nan]","[0.18153139384829606, 0.2604179300683229, nan, nan, nan, nan]",0.7572371545508405,"[0.4, 0.4, nan, nan, nan, nan]",0.7138424347563951
6,"[304.1684031679032, 339.4965250736499, 286.5483275131626, 315.6385048031719, 321.7610268456716, 416.3665972381577]","[0.18192412250312945, 0.21487335958320108, 0.27894195235272007, 0.20751194014832297, 0.26472097722461824, 0.324505250093828]",1.3571445291886874,"[0.36, 0.2, -0.12, 0.38, -0.16, 0.09]",1.0579313645651136
6,"[318.203930408312, 206.17388755914928, 406.75641425440955, 440.8009074473398, 399.2110670925374, 402.46050768449294]","[0.34414980887934443, 0.39902798472070866, 0.23086897931731962, 0.29254214052123273, 0.24928804100493784, 0.19858471748145262]",0.8873015869892742,"[-0.16, 0.08, 0.35000000000000003, -0.07, -0.05, 0.31]",1.015185620046419
4,"[456.3871006247553, 159.15905419300483, 474.3795263990959, 194.01870323531224, nan, nan]","[0.19501766894946135, 0.31822306564995395, 0.18518052776376792, 0.21231590399357494, nan, nan]",3.785365427591393,"[0.39, 0.39, 0.38, 0.4, nan, nan]",1.5944594237835097
5,"[312.05002567409645, 187.9269278773889, 331.5436351870852, 173.95239458856295, 398.11518360617583, nan]","[0.18955127415805795, 0.1647629644169296, 0.15010553694938122, 0.19632735972231816, 0.22747225259919507, nan]",1.960184122275456,"[0.38, -0.02, 0.38, 0.38, 0.0, nan]",0.8503565975994213
6,"[419.3329194899242, 278.3036234770182, 227.9600239217241, 155.0718553564033, 438.3734787883901, 298.792824876208]","[0.24154477954979642, 0.32468322393277427, 0.30121307980488154, 0.33417674813970205, 0.30571305388437797, 0.26325232613085836]",1.780225662552264,"[0.36, 0.39, -0.09, 0.09, 0.38, -0.11]",1.9336930513701245
5,"[187.83110537360886, 164.81978332777288, 251.69949498157425, 492.30541002434904, 443.3453537028513, nan]","[0.24529705995346587, 0.26393236498920136, 0.16239392928370486, 0.19096578074779832, 0.356273733844503, nan]",0.4208210885532149,"[0.0, 0.01, 0.0, 0.39, -0.13, nan]",0.5560156854016131
4,"[285.89400686097906, 278.5778773659513, 379.20330194709345, 392.25344169169546, nan, nan]","[0.25080349562119153, 0.17052783666343685, 0.3475944411519465, 0.23477781960668725, nan, nan]",1.822754230519932,"[0.35000000000000003, 0.34, 0.08, 0.39, nan, nan]",1.2392678331598794
3,"[191.98769420069817, 311.10199993071814, 430.71486790772815, nan, nan, nan]","[0.2387865983213284, 0.19608204975758875, 0.3865286265712232, nan, nan, nan]",0.3410364714599245,"[0.39, 0.39, 0.1, nan, nan, nan]",0.6416983849720923
5,"[420.3664264750927, 441.3759865224691, 477.04224380128727, 399.8172846886837, 167.99233561381723, nan]","[0.3503550540048053, 0.18128414127768058, 0.27339953521925603, 0.3897853902771566, 0.18967873777953093, nan]",1.713215583819151,"[-0.21, 0.28, 0.36, -0.03, 0.37, nan]",1.3938388617200304
5,"[339.83592150739025, 478.74218224225115, 496.24550547992044, 442.3213274398809, 475.7904886068096, nan]","[0.2970253767727788, 0.3740148659539616, 0.15649257419264562, 0.2512491429701882, 0.33486389919947224, nan]",2.523979767182263,"[0.24, 0.15, 0.36, 0.38, -0.1, nan]",1.6366800634519438
6,"[437.2967207339903, 466.8835872940704, 235.58772324862775, 389.32761125387515, 265.51946384650347, 380.2928597352145]","[0.3495677062051329, 0.39509537433358216, 0.16642087450627593, 0.19444184376226142, 0.170278295668601, 0.27518518473942577]",1.3758294161620133,"[0.06, 0.14, 0.38, 0.29, 0.3, -0.18]",0.92247709189754
3,"[209.41759019334194, 445.1483296628794, 255.3760040804022, nan, nan, nan]","[0.23385236205587887, 0.17869770075181973, 0.223666438406569, nan, nan, nan]",0.499453610641799,"[0.02, 0.4, 0.11, nan, nan, nan]",0.622883162659628
2,"[330.9835749018705, 399.00787246180045, nan, nan, nan, nan]","[0.1739428021304335, 0.2858167320146535, nan, nan, nan, nan]",1.2570875180936136,"[0.4, 0.4, nan, nan, nan, nan]",1.0741928727083008
6,"[306.20331005649257, 353.50384714098334, 415.0428864696076, 298.6014730567115, 481.41889134233867, 163.73465859981633]","[0.2552063956366354, 0.36167133113053196, 0.3107229212009147, 0.3310249602981629, 0.19777051959681283, 0.2092739311586757]",2.9305100241117032,"[0.4, -0.19, 0.33, 0.03, 0.38, 0.31]",1.9673527884038748
6,"[242.01662351228447, 337.9705097741779, 450.0788609730931, 265.01091110732364, 422.5550304782379, 295.08491677690824]","[0.38096853436499867, 0.18423510586529215, 0.2573687846370913, 0.21385312096711764, 0.37634527699634046, 0.20602659264490428]",0.0801984236684705,"[-0.15, 0.36, -0.13, 0.01, -0.24, 0.2]",0.6420478536148949
4,"[323.26735326213134, 260.3932037089295, 184.11118178828664, 339.1418706285705, nan, nan]","[0.16796249505689734, 0.3781602917016915, 0.33523189909444534, 0.3203207245894414, nan, nan]",0.8241173259130186,"[0.29, -0.29, 0.4, 0.4, nan, nan]",1.3108751498645583
4,"[437.7436232518577, 483.1509714671991, 218.72892894068042, 376.21195181534824, nan, nan]","[0.3777449436651762, 0.15106417627647653, 0.1552346165026828, 0.17394004023662102, nan, nan]",0.3813976967188581,"[-0.12, 0.03, 0.18, 0.37, nan, nan]",0.5523200565003543
6,"[164.9185044672985, 175.87638037883, 379.45120301384657, 400.17891018735554, 260.1002011903497, 174.82963298728362]","[0.16011375469720168, 0.30979092919324314, 0.17340586809910172, 0.1791418567446348, 0.3284203373369192, 0.2856510165185202]",3.9907536635876975,"[0.4, 0.39, 0.4, 0.39, -0.01, 0.38]",1.6098474309453357
6,"[162.23177440219453, 419.88004635486925, 401.6589815349296, 338.1203313184528, 367.1860352527951, 343.43291720966073]","[0.35293607468349286, 0.2506966825280357, 0.2671588712496449, 0.3196785225187342, 0.3355360896960967, 0.3707915723855665]",1.4196791854613575,"[-0.05, 0.36, 0.39, 0.25, 0.04, -0.31]",1.8249596548912477
5,"[317.29689332733824, 212.76952804762533, 454.67104070407385, 247.63493276184306, 208.70448666085576, nan]","[0.24516171976453688, 0.26762947334116255, 0.18235897959603467, 0.378073276870135, 0.3146970310704712, nan]",2.400314799653618,"[0.4, 0.37, 0.4, -0.19, 0.01, nan]",1.286766148903881
6,"[471.6099990426248, 379.5594567169906, 341.8949215086901, 317.3529400256035, 375.30134345328406, 322.5359425616088]","[0.2364859678788997, 0.26405158460442546, 0.2984332666511489, 0.27394329419608315, 0.34315747685921566, 0.20352625390267162]",1.8162718291502389,"[0.09, 0.38, -0.22, 0.37, -0.11, 0.32]",1.6977893432960698
6,"[204.44361367440717, 155.87138940485153, 413.32432860219393, 227.78585813929845, 305.92697698360087, 385.8386769376832]","[0.2138797680368663, 0.23594316652221006, 0.3356994973485692, 0.18988344867950874, 0.22324739895918677, 0.3438866489919691]",0.7552278136794188,"[0.01, 0.17, 0.04, 0.4, 0.4, -0.04]",0.8090010065976014
3,"[251.24637715028186, 191.89426740216365, 403.69192671237965, nan, nan, nan]","[0.3790963822070493, 0.155896554885412, 0.213854564251224, nan, nan, nan]",1.2288865968948604,"[0.36, 0.38, 0.38, nan, nan, nan]",1.2464944267631894
4,"[293.99123026452355, 460.93266542986066, 492.1379306832421, 298.2679813366188, nan, nan]","[0.17066992045232537, 0.20334763308734033, 0.16919231379498115, 0.15234981943626422, nan, nan]",4.011382386752185,"[0.0, 0.37, 0.38, 0.4, nan, nan]",1.3121147251961027
6,"[232.5584214393743, 300.08014819304844, 235.75883303733133, 353.37150796836283, 314.8731322747415, 288.6636278386537]","[0.1760716274246476, 0.1814180489256846, 0.17143479430194522, 0.19537390648245884, 0.21239272224705064, 0.3605851399650271]",3.611431114361445,"[0.22, 0.34, 0.35000000000000003, 0.36, 0.37, -0.21]",1.5487821728256397
5,"[466.9789017985219, 217.0532429224319, 328.22048523741984, 370.74704999135906, 173.29847399863465, nan]","[0.1677829603681649, 0.18052718447045946, 0.15394937702408965, 0.28084288119768275, 0.3149869235277129, nan]",4.599687407295563,"[0.4, 0.33, 0.39, 0.37, 0.32, nan]",1.914616071487052
6,"[319.19637834498616, 479.8204051680822, 189.40435026914685, 169.86148128385832, 287.06551890402517, 313.6197928617331]","[0.23811525858971294, 0.23717897031312807, 0.2619457246064088, 0.20283213212496723, 0.3836937453977287, 0.1865559779888277]",1.5281295244440274,"[0.39, 0.38, -0.13, 0.06, -0.01, 0.08]",1.2485881424511682
4,"[350.7093057468858, 459.2769731963326, 349.8241136232357, 234.30759476425806, nan, nan]","[0.24200370288394227, 0.24798514997212562, 0.24873136954371353, 0.17865259112367723, nan, nan]",2.6121955102127936,"[0.39, 0.36, 0.4, 0.04, nan, nan]",1.7062104143863173
3,"[284.4056884621117, 315.56899314324653, 333.0853232012216, nan, nan, nan]","[0.3503755319129864, 0.2182093016037267, 0.2611500462250179, nan, nan, nan]",0.6424059234005042,"[-0.11, 0.4, 0.36, nan, nan, nan]",0.921032279547982
5,"[476.60575896171787, 260.406483104842, 449.4550309170074, 402.9612929163055, 171.48076809871873, nan]","[0.1719946330191051, 0.15039655886318654, 0.1656780649744215, 0.37183518809098015, 0.17045686132085144, nan]",2.073046962152993,"[0.4, 0.39, 0.05, -0.1, 0.0, nan]",0.7748508577694427
3,"[450.3349301725984, 182.2519961097256, 471.54820923615887, nan, nan, nan]","[0.395787810523458, 0.30816733358149073, 0.2175619548342619, nan, nan, nan]",0.5113674996700313,"[-0.26, 0.33, 0.38, nan, nan, nan]",0.9318581655878456
6,"[415.89499507673776, 184.52775980227932, 185.68026273558695, 493.5433480648724, 342.895062051502, 256.8660996645017]","[0.35192311710138235, 0.1517986024646737, 0.3218535213727103, 0.2846078014901553, 0.19626090811741115, 0.24197583743727344]",2.653767349497466,"[-0.1, 0.2, -0.1, 0.39, 0.4, 0.32]",1.7297605818635375
4,"[452.1855103732498, 253.80140398984653, 398.12801524723454, 163.53017121734592, nan, nan]","[0.2994193321784945, 0.2721217359861328, 0.1586693734917262, 0.2194725959740637, nan, nan]",1.0434077672430375,"[-0.04, 0.12, 0.4, 0.4, nan, nan]",0.7810944186453369
5,"[211.93892335521954, 345.46551826903544, 295.13970313110747, 398.57061021447515, 433.26819794178687, nan]","[0.24315152571939402, 0.2752280001060109, 0.27726980176649096, 0.3312443189796568, 0.32811665391884115, nan]",0.2087186843786448,"[0.38, -0.17, -0.09, 0.04, 0.39, nan]",1.1753741762756582
3,"[491.50019597502046, 403.45905443743663, 294.3516918234234, nan, nan, nan]","[0.1507302804755069, 0.2817636074677295, 0.38803567340970957, nan, nan, nan]",2.3427206682256374,"[0.39, 0.39, 0.29, nan, nan, nan]",1.7473603420393953
4,"[405.7076271727203, 324.6792056084915, 348.4970328974705, 210.1762645031978, nan, nan]","[0.23410514074613656, 0.3328362715857921, 0.2924236354369812, 0.2535740713605851, nan, nan]",0.1319733924712951,"[0.37, -0.11, 0.24, -0.09, nan, nan]",1.0802679226969871
6,"[229.15023634518246, 157.80472492365973, 443.3881361395631, 489.5410512894855, 335.37779097007933, 289.73536358114745]","[0.1505044015338212, 0.32235625709310745, 0.3190099442293354, 0.16191377049145733, 0.30133125915488773, 0.31189006285762244]",2.6607788845294134,"[0.39, 0.31, 0.06, 0.35000000000000003, -0.12, 0.39]",1.4899191650804744
5,"[191.10484106483835, 458.8679725736957, 221.52760415935512, 475.92042646857976, 302.91263584202295, nan]","[0.15635582892323382, 0.20908406514130412, 0.32041819973501273, 0.23084602313565358, 0.19063401860301976, nan]",4.365372019028122,"[0.39, 0.38, 0.09, 0.39, 0.37, nan]",1.7324134517278345
6,"[404.55663395859267, 462.76417083080975, 412.383954468952, 175.99585976362215, 224.41290195594698, 254.61048299329622]","[0.35337665100184623, 0.29057294631499087, 0.1972364739036591, 0.16639044099132977, 0.21892979554471478, 0.3826674750486146]",2.450310317760307,"[-0.03, 0.39, 0.36, 0.39, 0.13, -0.24]",1.593849221680109
2,"[465.2080284762161, 449.0543124041383, nan, nan, nan, nan]","[0.1961418597465258, 0.2227014857175144, nan, nan, nan, nan]",0.2505948070648989,"[0.38, 0.04, nan, nan, nan, nan]",0.5890099575786253
5,"[421.9041426901592, 378.99063667932273, 281.5471655743976, 201.27241543644286, 192.9102341761004, nan]","[0.30256905499548753, 0.3596570056931351, 0.2565000988567473, 0.37256834120926086, 0.2742275214614043, nan]",0.1775894845785608,"[0.33, -0.22, 0.38, -0.32, -0.03, nan]",1.2067198671408337
2,"[429.42286926457155, 405.6542570137941, nan, nan, nan, nan]","[0.37445802340685685, 0.294437057887727, nan, nan, nan, nan]",0.6414548189920877,"[0.4, 0.4, nan, nan, nan, nan]",1.8506615582042192
6,"[217.19116545951306, 321.12146159715877, 409.7077194844471, 309.7528483170491, 177.26485436908266, 212.70914236884556]","[0.2941612723446694, 0.1731100208803945, 0.27669516556157536, 0.3190815494021902, 0.24112022829995122, 0.26937962930421455]",0.2711290417932688,"[0.4, 0.35000000000000003, -0.13, 0.03, 0.04, 0.01]",0.7360823223156592
2,"[255.270287083353, 489.36805400697466, nan, nan, nan, nan]","[0.1743997054557681, 0.28682375494311735, nan, nan, nan, nan]",0.1314303109827519,"[0.38, 0.26, nan, nan, nan, nan]",1.0117577906842925
2,"[433.4052061147741, 350.74782938450454, nan, nan, nan, nan]","[0.17125126688654524, 0.26229270555605777, nan, nan, nan, nan]",1.2773871704444195,"[0.38, 0.35000000000000003, nan, nan, nan, nan]",0.990247349209858
6,"[441.7087759406334, 258.0365143983189, 472.7219027965415, 472.3761567727071, 461.2040428752817, 394.4629878611465]","[0.24455950138016538, 0.24392083744936002, 0.27240186367647035, 0.3956200086996462, 0.2587233378183438, 0.2326456360618054]",0.1007300215719875,"[-0.01, 0.24, -0.04, -0.12, -0.03, 0.37]",0.8650715202331299
2,"[433.24527182205225, 424.6014541863162, nan, nan, nan, nan]","[0.24098089218597152, 0.3412185023714266, nan, nan, nan, nan]",0.561260474999753,"[0.31, 0.4, nan, nan, nan, nan]",1.4506422315447824
5,"[365.2909334228835, 473.0742234350366, 437.2018349661833, 367.28968110660503, 237.3137560277603, nan]","[0.2782914570925424, 0.2158818386798896, 0.16578005625961342, 0.16835532234207023, 0.29937154941084804, nan]",2.289014479696243,"[-0.15, 0.18, 0.31, 0.4, -0.07, nan]",1.2035686663581713
6,"[311.91293784722905, 286.89571229081787, 306.07793740941656, 376.4568935416877, 281.07240355450506, 399.3198579941163]","[0.17340085928856425, 0.17143295645619483, 0.15638264893385534, 0.3616991008722873, 0.16013835462752082, 0.17284573851016477]",2.1432102150977004,"[0.32, 0.07, 0.39, -0.27, -0.04, 0.27]",1.089780591138211
3,"[464.0300967572954, 463.0456212039025, 199.68185146123187, nan, nan, nan]","[0.3236684474914827, 0.2550784566092083, 0.2956482916852655, nan, nan, nan]",1.3244546391583922,"[0.4, 0.39, -0.04, nan, nan, nan]",1.593591154644892
4,"[247.8538953914782, 401.5998485801926, 469.4302037480549, 309.0856682508406, nan, nan]","[0.2295938862469728, 0.17687906462011668, 0.2991643522842904, 0.2532468812089206, nan, nan]",2.7777511860108675,"[0.4, 0.39, 0.39, 0.08, nan, nan]",1.7487032684711377
6,"[233.51853901942022, 315.51899431296647, 347.4483543254744, 348.64722974478474, 204.3287706453808, 277.4741553249964]","[0.3247248220463678, 0.2545295883961741, 0.34797118528569804, 0.18162976960441166, 0.3771850459978953, 0.21562233083160948]",1.3814936230190922,"[-0.04, 0.37, 0.08, 0.27, 0.15, 0.37]",1.1666582922337272
6,"[439.529283823722, 305.48201995122895, 191.61790383639666, 158.4322453500632, 276.2240621693415, 418.2854725256511]","[0.31377740037928825, 0.15708670216258172, 0.23529431212886598, 0.3154986403830198, 0.3232258939708473, 0.3005538491849557]",2.28726652478487,"[0.06, 0.37, 0.29, -0.19, 0.38, 0.4]",1.805629071007964
3,"[360.7821857976059, 297.25572450156494, 191.36513703582682, nan, nan, nan]","[0.33566023844047244, 0.17931186985597258, 0.2080708860319508, nan, nan, nan]",0.4267471625219332,"[-0.29, 0.4, 0.38, nan, nan, nan]",0.5510538891028032
6,"[291.500753750668, 408.2336386364225, 179.65357118284246, 258.9140682360502, 324.9091776773897, 470.63705401230044]","[0.3267027658069852, 0.237769798487555, 0.3133035454299598, 0.3280482457064212, 0.3299265958412689, 0.17962969328625814]",0.1000487945181061,"[0.03, 0.3, -0.03, 0.0, -0.26, 0.19]",0.9189096401623384
6,"[395.5727233210022, 296.9582975456765, 199.55183655820642, 214.89162823319566, 380.5376521285978, 381.3325149878244]","[0.20961347620383736, 0.24975695532536632, 0.2879747847009626, 0.16288559854459034, 0.19740925909458637, 0.20389981400479915]",1.3118067855365434,"[0.33, -0.11, -0.01, 0.05, 0.35000000000000003, 0.09]",1.095138126384514
6,"[266.0207394328191, 229.80065312933363, 390.2807836878852, 474.3150826700991, 194.05947860595992, 179.79969139622366]","[0.26359660215244735, 0.35570613804870876, 0.1741192462573879, 0.16256600939012697, 0.15610589448243084, 0.28151755591893496]",0.334378875347664,"[-0.1, -0.11, 0.07, 0.25, 0.28, -0.11]",0.6685151197981192
5,"[381.0740178311744, 311.6645528008812, 318.36896590304616, 360.0820552989518, 167.43595747354155, nan]","[0.32505473587182127, 0.18227587826850258, 0.15998785030425763, 0.20189594494876598, 0.21727670516610711, nan]",2.8101636231844696,"[-0.05, 0.4, 0.4, 0.36, 0.02, nan]",1.0707087882864486
4,"[306.34169196542723, 422.0061963210305, 319.3897067715946, 177.5657815188676, nan, nan]","[0.38920245987871827, 0.319881523761692, 0.1961546988006688, 0.2384003364073822, nan, nan]",1.6800400098390955,"[0.11, 0.4, 0.4, 0.39, nan, nan]",1.4276763975570272
6,"[156.7775336046787, 180.67498441871237, 319.89696180236314, 368.72729736659664, 468.30853784758085, 497.13119527857344]","[0.15242565489352305, 0.3138734048037266, 0.36758126519972745, 0.31847689257782064, 0.38181550977552636, 0.24527244750549523]",1.700075215725223,"[0.39, -0.15, 0.08, 0.31, -0.29, 0.4]",1.5410080994599689
5,"[478.8325785878528, 393.21198442838545, 483.93666601896325, 365.6692904778562, 427.56327004968523, nan]","[0.28937013994060345, 0.35116803073790454, 0.20585751833279836, 0.35705839005074924, 0.223282978162452, nan]",3.2780405736178366,"[0.4, -0.31, 0.33, -0.04, 0.38, nan]",1.962309430230862
4,"[249.17257760633368, 263.07803424330575, 325.2069973687147, 151.09138755225592, nan, nan]","[0.24985028392725558, 0.2845989567438152, 0.37318527490918785, 0.18638909181560182, nan, nan]",1.3209323292140895,"[0.38, 0.39, 0.36, 0.4, nan, nan]",1.6887163218215573
4,"[233.80003438653148, 436.7482459103884, 302.46502350912516, 277.06535568014857, nan, nan]","[0.23979039879670255, 0.20947496279918448, 0.37878642339551416, 0.3297928330345209, nan, nan]",0.3991701529974933,"[0.39, 0.3, -0.15, -0.27, nan, nan]",0.8458851725006328
6,"[253.74322865506042, 376.40115781983354, 404.177946019474, 494.8784794847155, 392.6797689920243, 342.24231202270613]","[0.31420021697935174, 0.24938118391364106, 0.20007422171141886, 0.3130487962048296, 0.3506814402377709, 0.2989681738536707]",2.717299002642074,"[0.16, 0.39, 0.4, 0.08, -0.22, 0.39]",1.9416706201319835
5,"[324.0565075716399, 337.945568206759, 473.71825757394595, 468.7751960471754, 391.48601257998337, nan]","[0.33914610952787905, 0.2690250740533655, 0.18912613765114863, 0.16718176350451333, 0.18638115455997573, nan]",5.062907339256776,"[0.11, 0.35000000000000003, 0.4, 0.31, 0.39, nan]",1.943254042168404
4,"[231.91784443142998, 446.759287081984, 383.1747474801317, 425.8416730063921, nan, nan]","[0.36823918393215166, 0.2519107512823143, 0.28501798398742784, 0.35556394701194216, nan, nan]",0.3480803077763261,"[-0.13, 0.39, 0.23, 0.1, nan, nan]",1.207972169515207
6,"[195.17035728130608, 449.9691406943098, 260.72875991678876, 266.95739802759556, 477.1066695745096, 403.4534430350072]","[0.20922767124245553, 0.206947172939392, 0.2279307487824647, 0.1655685521935526, 0.3564981231060148, 0.2998868929032159]",2.620093229289946,"[0.3, 0.32, 0.38, 0.39, -0.08, 0.05]",1.378531810190749
3,"[386.18573979935707, 244.40724022421276, 486.6797698082453, nan, nan, nan]","[0.17409169214701886, 0.2713461845192355, 0.39707350441051487, nan, nan, nan]",0.9063774748818444,"[0.4, 0.38, 0.18, nan, nan, nan]",0.8179876246080974
4,"[442.6360393180528, 238.3078711238701, 278.5873901276619, 322.21409338889805, nan, nan]","[0.15723356262170274, 0.3799728585881321, 0.36385751186126064, 0.19808810361713522, nan, nan]",3.228137803080477,"[0.4, 0.39, 0.4, 0.4, nan, nan]",1.925989223007184
5,"[413.59883044266826, 157.9993329105062, 264.27482792038904, 349.73283259521224, 364.698647541661, nan]","[0.18466002578740656, 0.2630024046924237, 0.2717882034476625, 0.17625637598701896, 0.3987526502113038, nan]",0.4758491920142127,"[0.39, -0.01, -0.15, 0.13, -0.02, nan]",0.6374430128823009
